image_name,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50
317.png,-697.5,-1056.5,-1289.75,-1473.0,-1597.25,-1732.75,-1848.0625,-1951.8125,-2045.375,-2125.375,-2204.4375,-2276.25,-2355.8125,-2413.3125,-2469.78125,-2547.90625,-2612.96875,-2663.46875,-2735.59375,-2791.0,-2845.71875,-2900.0625,-2954.9375,-2997.65625,-3052.875,-3087.3125,-3115.828125,-3141.9375,-3166.140625,-3189.21875,-3207.0625,-3223.765625,-3240.125,-3255.8828125,-3270.203125,-3283.515625,-3296.234375,-3308.8671875,-3321.203125,-3332.5625,-3343.1328125,-3353.4921875,-3363.7109375,-3373.7421875,-3383.8671875,-3393.84375,-3404.03125,-3415.3671875,-3433.1484375,-3438.94921875
318.png,-812.5,-1102.0,-1322.5,-1465.625,-1588.1875,-1686.3125,-1763.25,-1831.375,-1899.5625,-1973.0,-2039.0625,-2096.09375,-2147.46875,-2202.03125,-2258.3125,-2318.46875,-2364.5,-2410.9375,-2462.40625,-2509.9375,-2555.53125,-2602.03125,-2649.78125,-2684.59375,-2715.234375,-2745.125,-2774.640625,-2801.578125,-2824.75,-2845.0,-2863.421875,-2882.0,-2898.625,-2914.671875,-2929.390625,-2942.3359375,-2954.9296875,-2966.5703125,-2977.828125,-2988.375,-2998.046875,-3007.1875,-3016.3125,-3024.9609375,-3033.28125,-3041.34375,-3049.11328125,-3057.85546875,-3071.72265625,-3076.69140625
319.png,-563.5,-891.5,-1118.0,-1268.0,-1398.0,-1494.125,-1599.25,-1683.8125,-1795.5,-1894.25,-2003.0,-2079.9375,-2147.25,-2194.34375,-2248.28125,-2298.34375,-2353.03125,-2409.25,-2455.0625,-2498.8125,-2545.875,-2581.0,-2609.890625,-2637.25,-2664.75,-2686.828125,-2709.1875,-2731.015625,-2750.6875,-2767.6875,-2783.75,-2798.59375,-2812.578125,-2825.8828125,-2838.359375,-2851.1953125,-2862.6640625,-2873.1015625,-2883.578125,-2893.5703125,-2905.5078125,-2914.4921875,-2923.7578125,-2932.5390625,-2941.15625,-2950.0859375,-2958.890625,-2968.8203125,-2983.0703125,-2988.6328125
320.png,-443.5,-843.75,-1021.0,-1142.75,-1271.625,-1338.1875,-1423.25,-1523.4375,-1609.5625,-1687.875,-1753.625,-1825.8125,-1872.90625,-1927.3125,-1988.75,-2047.15625,-2102.6875,-2151.71875,-2193.34375,-2234.59375,-2271.5,-2306.84375,-2340.875,-2375.34375,-2406.109375,-2432.125,-2456.578125,-2482.53125,-2503.078125,-2521.765625,-2539.234375,-2554.9375,-2569.5234375,-2583.84375,-2596.9375,-2609.078125,-2620.8046875,-2631.875,-2642.1875,-2652.234375,-2661.0859375,-2669.9453125,-2678.2109375,-2686.21875,-2693.82421875,-2701.328125,-2708.89453125,-2717.12109375,-2729.96484375,-2734.83203125
321.png,-515.0,-746.0,-839.6875,-963.6875,-1057.1875,-1144.8125,-1230.6875,-1310.3125,-1382.625,-1446.3125,-1511.6875,-1585.25,-1651.3125,-1704.59375,-1760.09375,-1816.21875,-1861.5625,-1903.5,-1948.96875,-1992.59375,-2029.0625,-2061.625,-2092.078125,-2121.03125,-2148.84375,-2173.578125,-2196.03125,-2217.84375,-2237.375,-2254.03125,-2270.296875,-2284.390625,-2298.046875,-2310.9140625,-2323.125,-2334.3515625,-2344.4609375,-2354.015625,-2363.2265625,-2371.84375,-2380.2890625,-2388.640625,-2396.42578125,-2404.3359375,-2412.2421875,-2420.3046875,-2428.78125,-2438.6015625,-2453.3203125,-2458.30078125
322.png,-301.75,-644.25,-870.125,-1039.0,-1167.875,-1277.5625,-1374.75,-1438.53125,-1500.5,-1557.40625,-1617.03125,-1669.1875,-1723.875,-1779.15625,-1827.1875,-1875.875,-1921.875,-1962.5,-2001.625,-2044.90625,-2084.4375,-2119.65625,-2156.03125,-2192.4375,-2224.53125,-2254.890625,-2282.328125,-2307.296875,-2330.390625,-2350.625,-2370.65625,-2388.328125,-2404.671875,-2420.328125,-2434.25,-2447.0546875,-2459.1953125,-2471.0078125,-2482.3046875,-2493.2890625,-2504.1875,-2514.5390625,-2524.1953125,-2533.2734375,-2542.7734375,-2552.2421875,-2562.0,-2573.0703125,-2590.3515625,-2596.234375
323.png,-507.0,-748.625,-967.25,-1134.75,-1278.75,-1378.0625,-1470.6875,-1597.375,-1705.5625,-1812.75,-1890.125,-1968.125,-2038.875,-2100.34375,-2179.15625,-2243.40625,-2297.3125,-2344.46875,-2404.59375,-2444.90625,-2483.71875,-2519.0,-2553.0,-2586.375,-2617.75,-2646.484375,-2672.40625,-2695.6875,-2721.234375,-2745.265625,-2763.546875,-2780.8125,-2797.46875,-2812.0234375,-2826.5390625,-2839.7265625,-2852.015625,-2863.828125,-2875.4140625,-2885.96875,-2896.3828125,-2906.3515625,-2915.9921875,-2925.15625,-2934.0546875,-2943.4609375,-2952.8046875,-2963.3828125,-2979.0546875,-2984.52734375
324.png,-602.5,-827.5,-1026.125,-1191.375,-1299.4375,-1433.9375,-1521.5,-1611.1875,-1676.875,-1736.8125,-1792.1875,-1847.8125,-1907.75,-1969.09375,-2023.09375,-2074.21875,-2132.65625,-2181.15625,-2236.375,-2312.375,-2360.71875,-2410.59375,-2454.4375,-2495.125,-2536.90625,-2577.40625,-2612.3125,-2643.046875,-2667.765625,-2693.234375,-2718.921875,-2742.796875,-2765.578125,-2788.65625,-2810.28125,-2829.65625,-2848.046875,-2865.125,-2881.09375,-2896.4140625,-2910.7578125,-2924.1640625,-2936.9140625,-2948.7734375,-2959.796875,-2970.328125,-2981.4375,-2992.859375,-3010.515625,-3016.4921875
325.png,-461.5,-837.5,-1091.75,-1283.25,-1425.875,-1575.0,-1685.9375,-1779.25,-1891.875,-1977.4375,-2055.875,-2124.6875,-2201.4375,-2264.3125,-2322.90625,-2381.75,-2434.34375,-2484.40625,-2528.1875,-2571.375,-2608.5625,-2640.78125,-2669.640625,-2700.234375,-2729.015625,-2755.25,-2780.671875,-2804.640625,-2829.03125,-2854.71875,-2875.9375,-2895.046875,-2912.03125,-2927.7265625,-2940.7890625,-2952.703125,-2963.984375,-2974.59375,-2984.2109375,-2993.3671875,-3002.1328125,-3010.5859375,-3018.609375,-3026.30859375,-3034.11328125,-3041.48046875,-3049.21875,-3057.546875,-3071.328125,-3076.4140625
326.png,-442.0,-897.75,-1223.5,-1413.75,-1543.375,-1661.6875,-1749.0625,-1871.75,-1960.5625,-2044.9375,-2104.84375,-2171.21875,-2229.9375,-2284.8125,-2334.15625,-2385.03125,-2429.8125,-2482.75,-2547.5625,-2590.25,-2627.03125,-2659.25,-2687.828125,-2715.046875,-2743.59375,-2773.078125,-2797.328125,-2820.046875,-2838.25,-2856.71875,-2874.28125,-2891.09375,-2906.171875,-2920.7890625,-2934.6875,-2948.6015625,-2962.96875,-2975.6796875,-2987.3984375,-2998.8671875,-3009.484375,-3020.0390625,-3029.8984375,-3039.8125,-3049.5,-3059.34375,-3069.828125,-3081.2578125,-3097.7421875,-3103.30859375
327.png,-703.0,-987.5,-1171.0,-1324.375,-1430.5,-1552.4375,-1653.25,-1747.375,-1811.5625,-1877.0625,-1939.25,-1994.8125,-2044.28125,-2094.8125,-2144.875,-2189.3125,-2230.71875,-2273.28125,-2316.375,-2355.5625,-2392.96875,-2427.0625,-2458.5625,-2489.640625,-2521.703125,-2547.953125,-2572.71875,-2596.90625,-2619.828125,-2640.21875,-2658.0625,-2675.25,-2690.578125,-2705.609375,-2721.453125,-2736.3828125,-2749.78125,-2762.1015625,-2773.828125,-2784.90625,-2795.2421875,-2805.328125,-2815.8046875,-2826.0390625,-2835.703125,-2846.0078125,-2856.09375,-2867.234375,-2884.921875,-2890.8359375
328.png,-479.5,-759.0,-910.125,-1031.625,-1140.0,-1234.4375,-1325.25,-1400.4375,-1496.5625,-1563.8125,-1625.40625,-1683.78125,-1744.28125,-1800.4375,-1845.9375,-1891.125,-1930.03125,-1967.90625,-2006.6875,-2040.9375,-2075.59375,-2108.15625,-2141.53125,-2173.0,-2197.703125,-2220.015625,-2240.40625,-2261.015625,-2279.4375,-2297.625,-2315.484375,-2330.96875,-2345.53125,-2359.2421875,-2371.6328125,-2382.8046875,-2394.140625,-2407.234375,-2417.3984375,-2427.2578125,-2436.46875,-2445.15625,-2453.4140625,-2461.421875,-2469.859375,-2478.59375,-2487.578125,-2497.4921875,-2513.1171875,-2518.39453125
329.png,-896.0,-1138.75,-1272.0,-1396.8125,-1548.8125,-1654.5,-1750.4375,-1830.0625,-1903.375,-1980.875,-2053.0,-2118.375,-2179.65625,-2238.8125,-2284.5625,-2328.78125,-2374.59375,-2416.90625,-2457.15625,-2498.90625,-2536.90625,-2571.1875,-2602.109375,-2630.4375,-2660.078125,-2685.09375,-2707.9375,-2731.6875,-2752.984375,-2772.546875,-2790.734375,-2807.40625,-2821.015625,-2833.375,-2845.703125,-2857.0234375,-2867.2109375,-2877.1171875,-2888.4609375,-2897.7734375,-2906.984375,-2915.9921875,-2924.6171875,-2933.1953125,-2941.3671875,-2949.9921875,-2958.6953125,-2968.2421875,-2983.625,-2988.86328125
330.png,-814.0,-1094.25,-1281.5,-1449.25,-1538.1875,-1626.75,-1714.1875,-1805.875,-1900.1875,-2024.9375,-2083.84375,-2134.125,-2181.375,-2232.21875,-2284.03125,-2324.03125,-2362.65625,-2399.0,-2441.65625,-2484.5625,-2520.75,-2554.40625,-2590.5625,-2619.75,-2645.96875,-2671.859375,-2699.390625,-2722.5,-2741.953125,-2761.078125,-2779.09375,-2796.34375,-2813.109375,-2828.5703125,-2843.4921875,-2858.625,-2870.921875,-2881.4921875,-2891.3515625,-2900.7578125,-2909.296875,-2918.9921875,-2927.4375,-2935.453125,-2943.15625,-2950.8671875,-2958.74609375,-2967.85546875,-2982.07421875,-2987.07421875
331.png,-589.5,-795.125,-1026.875,-1211.625,-1339.5,-1455.25,-1558.625,-1637.75,-1722.625,-1799.25,-1875.25,-1946.0,-2004.9375,-2055.1875,-2105.96875,-2152.75,-2193.3125,-2236.125,-2274.53125,-2311.625,-2344.65625,-2376.78125,-2405.8125,-2433.296875,-2457.84375,-2482.109375,-2504.703125,-2527.5625,-2548.109375,-2567.859375,-2585.28125,-2600.5625,-2615.59375,-2629.0859375,-2642.1484375,-2654.640625,-2665.9765625,-2676.625,-2686.34375,-2695.328125,-2703.640625,-2712.296875,-2720.05078125,-2727.75390625,-2735.1953125,-2742.28125,-2750.0703125,-2758.6171875,-2772.6015625,-2777.76171875
332.png,-795.0,-975.625,-1138.0,-1259.0,-1376.3125,-1456.875,-1534.8125,-1605.4375,-1666.875,-1724.5,-1784.34375,-1835.40625,-1885.25,-1930.75,-1982.78125,-2026.625,-2078.25,-2118.5625,-2156.78125,-2195.40625,-2227.203125,-2259.390625,-2286.140625,-2313.515625,-2337.28125,-2358.859375,-2379.71875,-2400.75,-2422.5,-2442.078125,-2462.484375,-2479.796875,-2496.21875,-2511.2578125,-2525.03125,-2537.6484375,-2550.25,-2563.1953125,-2575.1328125,-2586.46875,-2597.5078125,-2608.2890625,-2619.2890625,-2629.984375,-2640.421875,-2650.46875,-2660.90625,-2672.25,-2689.375,-2695.1953125
333.png,-565.0,-872.25,-1038.25,-1220.875,-1375.5,-1485.25,-1613.375,-1711.375,-1793.625,-1861.625,-1923.75,-1985.03125,-2055.15625,-2112.25,-2173.625,-2231.625,-2290.28125,-2338.4375,-2384.8125,-2428.53125,-2472.25,-2512.28125,-2548.625,-2579.84375,-2608.234375,-2634.90625,-2659.15625,-2679.796875,-2699.953125,-2719.640625,-2737.140625,-2754.625,-2771.125,-2786.5859375,-2800.671875,-2814.125,-2826.65625,-2838.1875,-2848.6015625,-2858.0546875,-2867.078125,-2875.3671875,-2883.12890625,-2890.51171875,-2898.0703125,-2905.81640625,-2913.94140625,-2923.29296875,-2936.48828125,-2941.6953125
334.png,-637.0,-992.25,-1333.25,-1494.375,-1645.5,-1772.875,-1883.875,-1987.3125,-2074.5625,-2163.75,-2231.9375,-2290.5625,-2357.375,-2426.375,-2486.53125,-2543.96875,-2606.1875,-2660.46875,-2705.5625,-2749.5,-2786.9375,-2820.375,-2854.28125,-2882.859375,-2909.65625,-2937.40625,-2960.59375,-2983.125,-3002.609375,-3021.046875,-3037.578125,-3052.7734375,-3068.4609375,-3083.2578125,-3095.2265625,-3106.5625,-3117.125,-3127.546875,-3137.4609375,-3146.8203125,-3155.6640625,-3164.6484375,-3173.0859375,-3181.453125,-3189.859375,-3198.421875,-3207.2421875,-3217.6328125,-3233.9140625,-3239.671875
335.png,-403.0,-692.25,-922.875,-1102.5,-1202.0625,-1322.8125,-1412.0,-1498.875,-1556.0,-1632.4375,-1707.1875,-1761.28125,-1812.0,-1861.625,-1913.78125,-1961.3125,-2007.59375,-2046.75,-2092.0625,-2128.65625,-2165.25,-2196.390625,-2231.671875,-2262.3125,-2290.421875,-2314.75,-2339.390625,-2361.640625,-2383.46875,-2403.078125,-2421.171875,-2437.34375,-2453.53125,-2468.9609375,-2483.125,-2496.8125,-2510.3828125,-2522.6171875,-2533.015625,-2543.171875,-2553.09375,-2562.3828125,-2571.84375,-2580.7734375,-2589.859375,-2599.046875,-2609.1796875,-2620.2734375,-2637.1796875,-2642.7265625
336.png,-642.0,-1040.5,-1281.625,-1473.25,-1597.0625,-1717.125,-1866.875,-1972.6875,-2065.0,-2140.25,-2210.1875,-2298.3125,-2364.625,-2418.15625,-2474.96875,-2530.59375,-2589.8125,-2639.03125,-2685.84375,-2733.375,-2773.90625,-2812.15625,-2854.53125,-2898.1875,-2936.84375,-2970.59375,-3002.328125,-3033.734375,-3062.828125,-3094.578125,-3116.390625,-3136.015625,-3152.703125,-3168.28125,-3184.609375,-3202.375,-3214.8828125,-3227.1953125,-3239.15625,-3249.96875,-3259.890625,-3269.3046875,-3278.2734375,-3286.6953125,-3295.3125,-3304.375,-3313.5390625,-3323.859375,-3339.34375,-3344.61328125
337.png,-373.75,-616.875,-788.875,-993.875,-1149.125,-1279.875,-1391.6875,-1475.6875,-1554.0,-1638.375,-1718.375,-1776.03125,-1832.9375,-1892.28125,-1941.1875,-1984.28125,-2030.0,-2067.59375,-2103.375,-2138.40625,-2170.015625,-2201.109375,-2232.515625,-2258.5,-2282.703125,-2305.140625,-2325.609375,-2344.25,-2361.796875,-2378.640625,-2394.6171875,-2409.21875,-2423.0390625,-2436.609375,-2449.1171875,-2461.0,-2472.8359375,-2484.6171875,-2496.03125,-2507.3671875,-2517.765625,-2527.0859375,-2535.828125,-2544.421875,-2552.6484375,-2560.9921875,-2569.5546875,-2579.5390625,-2594.0390625,-2599.140625
338.png,-387.0,-585.0,-711.625,-843.5,-991.875,-1138.875,-1236.0,-1321.75,-1418.625,-1487.375,-1560.0625,-1643.375,-1704.71875,-1756.625,-1806.96875,-1856.1875,-1900.15625,-1946.0625,-1990.125,-2031.6875,-2073.8125,-2109.15625,-2139.59375,-2168.109375,-2198.40625,-2226.8125,-2251.375,-2275.234375,-2295.609375,-2314.328125,-2332.109375,-2348.515625,-2363.7421875,-2378.6015625,-2391.2890625,-2403.453125,-2414.6796875,-2425.5546875,-2436.1640625,-2446.6640625,-2456.5078125,-2466.0234375,-2475.2265625,-2483.734375,-2492.390625,-2501.2421875,-2510.5390625,-2521.0703125,-2537.1328125,-2542.859375
339.png,-590.5,-811.75,-998.0,-1099.875,-1174.125,-1249.6875,-1306.625,-1361.625,-1422.875,-1478.8125,-1535.5625,-1590.6875,-1643.3125,-1696.8125,-1747.0625,-1796.5625,-1847.875,-1897.03125,-1945.1875,-1983.8125,-2018.3125,-2049.8125,-2081.640625,-2114.984375,-2146.828125,-2172.953125,-2198.78125,-2224.515625,-2246.9375,-2266.75,-2284.703125,-2301.6875,-2317.71875,-2333.28125,-2347.28125,-2360.671875,-2372.5859375,-2383.6875,-2393.703125,-2403.1796875,-2411.7734375,-2420.5546875,-2429.34375,-2437.546875,-2445.7109375,-2453.6875,-2462.03125,-2471.59375,-2486.3671875,-2491.87109375
340.png,-1040.0,-1393.5,-1698.0,-1871.0,-2034.125,-2144.25,-2259.25,-2350.25,-2440.625,-2532.5625,-2620.625,-2703.375,-2779.5625,-2847.5625,-2920.8125,-2988.125,-3052.75,-3118.375,-3178.40625,-3228.875,-3281.28125,-3334.25,-3387.8125,-3433.5625,-3471.8125,-3509.09375,-3543.53125,-3576.46875,-3606.53125,-3632.265625,-3657.671875,-3681.125,-3703.40625,-3722.359375,-3739.640625,-3756.625,-3772.671875,-3788.4375,-3802.8515625,-3817.671875,-3831.7734375,-3848.8046875,-3862.9296875,-3874.5234375,-3884.0078125,-3893.53125,-3903.40625,-3913.9375,-3928.984375,-3934.2890625
341.png,-688.0,-1069.0,-1269.0,-1415.0,-1535.5,-1656.375,-1748.875,-1832.9375,-1911.875,-1991.4375,-2063.0,-2121.90625,-2184.875,-2246.875,-2308.15625,-2360.8125,-2415.46875,-2470.21875,-2522.375,-2560.75,-2598.875,-2633.96875,-2668.375,-2701.59375,-2732.625,-2759.75,-2782.671875,-2803.1875,-2821.984375,-2839.328125,-2856.375,-2871.7109375,-2885.265625,-2897.90625,-2908.7578125,-2919.1015625,-2928.6640625,-2938.3046875,-2947.6796875,-2956.5703125,-2964.453125,-2971.76953125,-2978.90625,-2986.18359375,-2993.2109375,-3000.2109375,-3007.859375,-3016.5703125,-3029.7421875,-3034.578125
342.png,-615.5,-966.5,-1192.625,-1453.875,-1594.5,-1703.5625,-1799.4375,-1901.25,-1978.6875,-2053.5,-2124.125,-2186.625,-2245.9375,-2302.34375,-2357.59375,-2408.96875,-2452.8125,-2496.09375,-2538.0,-2572.40625,-2603.125,-2632.09375,-2659.09375,-2693.15625,-2719.03125,-2742.046875,-2764.890625,-2785.015625,-2804.90625,-2823.875,-2844.953125,-2859.6640625,-2873.78125,-2887.0078125,-2898.8125,-2909.6953125,-2919.921875,-2929.625,-2938.890625,-2948.1328125,-2956.859375,-2965.1015625,-2973.1484375,-2980.46875,-2987.70703125,-2995.3125,-3003.046875,-3011.9296875,-3025.125,-3030.2109375
343.png,-614.0,-1083.75,-1268.75,-1447.0,-1584.5,-1707.0625,-1872.8125,-1995.375,-2080.75,-2151.8125,-2224.375,-2280.09375,-2335.625,-2393.90625,-2450.3125,-2514.6875,-2573.90625,-2628.21875,-2675.34375,-2719.96875,-2759.34375,-2794.0625,-2825.78125,-2854.453125,-2878.65625,-2902.125,-2924.484375,-2944.640625,-2963.921875,-2982.984375,-3002.140625,-3018.640625,-3034.078125,-3048.1796875,-3061.703125,-3074.3359375,-3086.21875,-3098.125,-3109.296875,-3119.65625,-3129.5546875,-3139.1484375,-3148.546875,-3157.7109375,-3165.69140625,-3173.515625,-3181.7578125,-3191.125,-3205.2578125,-3210.4375
344.png,-694.0,-975.75,-1167.375,-1334.25,-1485.875,-1601.375,-1739.75,-1843.1875,-1921.9375,-1986.75,-2047.78125,-2109.125,-2151.25,-2195.4375,-2239.9375,-2285.0625,-2329.96875,-2376.09375,-2416.875,-2455.375,-2497.46875,-2530.65625,-2561.3125,-2590.890625,-2619.984375,-2645.671875,-2669.78125,-2691.265625,-2712.28125,-2732.5625,-2753.046875,-2769.71875,-2785.0703125,-2800.546875,-2815.0703125,-2828.734375,-2841.15625,-2852.7265625,-2863.671875,-2874.546875,-2885.2265625,-2895.359375,-2904.84375,-2914.1484375,-2923.203125,-2932.4765625,-2942.234375,-2953.046875,-2969.953125,-2975.7109375
345.png,-639.0,-932.0,-1185.625,-1288.0,-1380.6875,-1470.125,-1550.0625,-1627.3125,-1695.875,-1786.125,-1861.625,-1930.875,-1996.375,-2054.21875,-2107.5625,-2165.5,-2218.90625,-2280.90625,-2335.09375,-2383.0,-2428.0,-2471.125,-2508.09375,-2538.59375,-2568.578125,-2598.25,-2628.03125,-2654.71875,-2679.8125,-2700.65625,-2720.109375,-2737.0,-2751.078125,-2764.125,-2776.7265625,-2788.234375,-2799.921875,-2810.53125,-2820.84375,-2830.0625,-2838.9453125,-2847.8046875,-2856.1015625,-2863.9453125,-2871.3203125,-2878.86328125,-2886.7578125,-2895.671875,-2909.1796875,-2914.0703125
346.png,-444.25,-870.5,-1015.125,-1152.625,-1282.625,-1395.375,-1509.5625,-1622.6875,-1730.875,-1825.5625,-1955.1875,-2031.125,-2118.625,-2195.875,-2309.875,-2363.1875,-2417.9375,-2468.53125,-2521.8125,-2561.875,-2600.25,-2635.96875,-2668.53125,-2697.625,-2727.484375,-2752.21875,-2775.453125,-2797.0,-2816.796875,-2834.515625,-2851.453125,-2867.1796875,-2882.21875,-2897.0625,-2910.359375,-2923.6640625,-2935.6484375,-2948.1953125,-2959.3046875,-2969.8984375,-2980.078125,-2990.53125,-2999.875,-3008.953125,-3018.1328125,-3027.4296875,-3037.2578125,-3047.8125,-3064.25,-3069.74609375
347.png,-539.5,-965.5,-1263.0,-1369.25,-1514.25,-1608.3125,-1701.1875,-1796.9375,-1888.1875,-1969.0625,-2052.875,-2114.9375,-2168.6875,-2218.9375,-2271.125,-2317.75,-2365.84375,-2414.21875,-2448.96875,-2481.65625,-2512.875,-2544.734375,-2574.765625,-2601.5,-2624.59375,-2647.28125,-2668.5,-2689.34375,-2707.453125,-2724.46875,-2740.859375,-2755.6875,-2769.5078125,-2783.5078125,-2795.9140625,-2807.140625,-2817.515625,-2827.671875,-2837.6015625,-2846.5546875,-2855.0078125,-2863.2265625,-2871.4296875,-2879.2734375,-2887.00390625,-2894.875,-2903.1875,-2912.71875,-2926.2421875,-2931.34375
348.png,-692.0,-1004.25,-1272.75,-1489.125,-1644.875,-1775.5,-1896.1875,-1993.3125,-2089.9375,-2174.9375,-2273.8125,-2363.375,-2455.75,-2523.4375,-2590.9375,-2650.0,-2706.40625,-2756.625,-2804.5625,-2851.96875,-2903.6875,-2952.28125,-2993.625,-3037.03125,-3077.84375,-3117.875,-3152.84375,-3183.75,-3210.671875,-3237.65625,-3264.21875,-3288.828125,-3311.96875,-3332.671875,-3353.640625,-3376.484375,-3395.015625,-3411.328125,-3427.484375,-3443.65625,-3458.1484375,-3470.9140625,-3482.546875,-3492.9765625,-3502.5234375,-3511.90625,-3521.9296875,-3532.6875,-3547.9609375,-3553.49609375
349.png,-636.0,-893.75,-1063.5,-1204.5,-1318.625,-1409.0,-1483.9375,-1546.65625,-1611.46875,-1679.84375,-1741.6875,-1798.59375,-1853.375,-1904.53125,-1951.21875,-2002.375,-2048.5,-2099.375,-2143.84375,-2190.0,-2231.125,-2271.65625,-2303.1875,-2330.65625,-2357.171875,-2384.296875,-2408.0,-2429.59375,-2450.21875,-2468.625,-2485.9375,-2501.7734375,-2516.125,-2529.9296875,-2542.703125,-2554.9453125,-2566.984375,-2578.140625,-2588.4296875,-2598.6171875,-2608.8828125,-2618.5234375,-2627.984375,-2636.390625,-2645.53125,-2654.9375,-2664.90625,-2676.5390625,-2693.1015625,-2698.6640625
350.png,-628.5,-952.5,-1161.875,-1351.625,-1508.125,-1650.0,-1759.5625,-1841.9375,-1940.375,-2016.25,-2077.96875,-2136.375,-2195.6875,-2247.9375,-2308.1875,-2356.8125,-2398.875,-2436.4375,-2471.46875,-2507.375,-2540.3125,-2568.8125,-2595.953125,-2622.625,-2646.25,-2671.171875,-2694.09375,-2715.546875,-2738.5,-2763.421875,-2781.03125,-2799.15625,-2815.625,-2831.3515625,-2845.984375,-2859.359375,-2871.953125,-2883.15625,-2894.59375,-2905.8359375,-2916.1171875,-2925.25,-2934.0234375,-2942.171875,-2950.2265625,-2958.4453125,-2966.625,-2976.0390625,-2990.0234375,-2994.7734375
351.png,-390.75,-683.25,-894.125,-1086.625,-1194.6875,-1274.1875,-1342.25,-1415.0,-1479.5,-1545.9375,-1606.59375,-1667.28125,-1730.0,-1805.8125,-1866.71875,-1939.71875,-1997.75,-2046.71875,-2091.375,-2136.46875,-2176.0,-2213.15625,-2249.375,-2283.5,-2316.5,-2348.5625,-2378.53125,-2404.734375,-2429.0625,-2454.4375,-2477.671875,-2497.96875,-2518.140625,-2534.796875,-2551.34375,-2565.5703125,-2578.34375,-2589.765625,-2599.6640625,-2609.171875,-2619.0625,-2628.421875,-2637.546875,-2646.671875,-2655.9453125,-2665.0546875,-2674.40625,-2684.6875,-2701.15625,-2706.78125
352.png,-810.5,-1123.0,-1326.125,-1456.75,-1598.625,-1725.5625,-1819.0,-1902.0,-1973.0625,-2045.625,-2112.4375,-2167.03125,-2221.375,-2274.9375,-2327.71875,-2380.25,-2432.59375,-2480.28125,-2526.4375,-2569.25,-2609.8125,-2647.46875,-2678.71875,-2707.84375,-2735.265625,-2761.15625,-2785.703125,-2808.421875,-2829.28125,-2849.953125,-2868.828125,-2885.5,-2900.390625,-2914.8359375,-2928.5625,-2941.0078125,-2952.3984375,-2963.234375,-2973.3828125,-2982.546875,-2990.9453125,-2998.9140625,-3006.734375,-3014.765625,-3022.6796875,-3030.66796875,-3038.92578125,-3048.31640625,-3062.71484375,-3067.60546875
353.png,-683.0,-1047.75,-1285.5,-1404.625,-1512.3125,-1583.0625,-1646.5625,-1708.65625,-1767.28125,-1821.15625,-1869.375,-1913.9375,-1957.6875,-1997.8125,-2038.53125,-2075.53125,-2115.6875,-2157.46875,-2197.03125,-2236.71875,-2273.34375,-2311.65625,-2346.4375,-2376.96875,-2406.015625,-2434.15625,-2460.03125,-2483.921875,-2507.0625,-2528.25,-2547.84375,-2566.671875,-2584.28125,-2600.0859375,-2614.375,-2628.4140625,-2641.421875,-2653.7421875,-2664.34375,-2674.2890625,-2683.671875,-2692.8203125,-2701.828125,-2710.3671875,-2718.8359375,-2727.2265625,-2736.0234375,-2746.1796875,-2760.9609375,-2765.96484375
354.png,-665.5,-1058.75,-1246.5,-1442.75,-1618.5,-1718.375,-1811.125,-1889.5625,-1960.875,-2020.3125,-2083.46875,-2140.46875,-2198.625,-2265.1875,-2321.0,-2370.65625,-2414.34375,-2460.71875,-2502.84375,-2547.28125,-2589.90625,-2630.9375,-2669.09375,-2709.625,-2747.40625,-2783.15625,-2812.984375,-2846.828125,-2870.578125,-2890.078125,-2907.203125,-2923.359375,-2937.9375,-2950.6171875,-2962.1796875,-2972.765625,-2982.828125,-2993.1328125,-3002.625,-3011.9140625,-3020.5,-3028.7578125,-3036.8515625,-3044.9375,-3052.44140625,-3060.1875,-3067.83203125,-3076.73828125,-3090.60546875,-3095.67578125
355.png,-469.5,-812.0,-977.5,-1074.1875,-1188.1875,-1261.9375,-1335.5,-1398.96875,-1453.125,-1504.0,-1550.125,-1599.96875,-1651.34375,-1697.875,-1740.78125,-1783.0625,-1822.4375,-1857.5625,-1889.59375,-1921.8125,-1950.4375,-1978.78125,-2006.890625,-2035.390625,-2061.328125,-2084.21875,-2104.828125,-2125.25,-2143.796875,-2160.984375,-2176.9140625,-2191.78125,-2205.890625,-2219.078125,-2231.40625,-2242.8671875,-2253.7265625,-2264.078125,-2273.71875,-2283.4375,-2291.9140625,-2299.9296875,-2307.87890625,-2315.7734375,-2323.8203125,-2332.0390625,-2340.96875,-2350.7734375,-2366.234375,-2371.41796875
